iter	Passed	Remaining
1666	65056	12995
1667	65097	12957
1668	65139	12918
1669	65179	12879
1670	65218	12840
1671	65260	12802
1672	65293	12762
1673	65332	12723
1674	65372	12684
1675	65410	12644
1676	65452	12606
1677	65478	12565
1678	65517	12525
1679	65556	12486
1680	65580	12445
1681	65621	12406
1682	65647	12364
1683	65689	12326
1684	65713	12284
1685	65751	12245
1686	65778	12204
1687	65813	12164
1688	65855	12126
1689	65895	12087
1690	65935	12048
1691	65977	12010
1692	66017	11971
1693	66060	11933
1694	66102	11894
1695	66143	11855
1696	66180	11816
1697	66207	11775
1698	66253	11737
1699	66298	11699
1700	66337	11660
1701	66375	11621
1702	66416	11582
1703	66458	11544
1704	66502	11506
1705	66527	11464
1706	66556	11424
1707	66598	11385
1708	66636	11346
1709	66661	11305
1710	66702	11266
1711	66744	11227
1712	66783	11189
1713	66824	11150
1714	66863	11111
1715	66886	11069
1716	66929	11031
1717	66954	10990
1718	66994	10951
1719	67019	10910
1720	67059	10871
1721	67097	10832
1722	67126	10791
1723	67168	10753
1724	67206	10714
1725	67245	10675
1726	67284	10636
1727	67323	10597
1728	67360	10557
1729	67384	10516
1730	67430	10478
1731	67473	10440
1732	67512	10401
1733	67552	10362
1734	67593	10324
1735	67637	10285
1736	67667	10245
1737	67696	10205
1738	67730	10165
1739	67763	10125
1740	67801	10086
1741	67840	10047
1742	67878	10008
1743	67917	9969
1744	67953	9930
1745	67995	9891
1746	68022	9850
1747	68062	9812
1748	68090	9771
1749	68121	9731
1750	68161	9692
1751	68208	9655
1752	68252	9616
1753	68290	9577
1754	68328	9538
1755	68370	9500
1756	68402	9460
1757	68443	9421
1758	68475	9381
1759	68512	9342
1760	68546	9303
1761	68585	9264
1762	68623	9225
1763	68653	9184
1764	68691	9145
1765	68725	9106
1766	68763	9067
1767	68798	9027
1768	68838	8989
1769	68880	8950
1770	68920	8911
1771	68958	8872
1772	68995	8833
1773	69036	8794
1774	69063	8754
1775	69095	8714
1776	69125	8674
1777	69164	8635
1778	69204	8597
1779	69243	8558
1780	69272	8518
1781	69311	8479
1782	69357	8441
1783	69388	8401
1784	69421	8361
1785	69446	8321
1786	69477	8281
1787	69504	8241
1788	69546	8202
1789	69571	8162
1790	69603	8122
1791	69644	8083
1792	69684	8045
1793	69727	8006
1794	69767	7967
1795	69796	7927
1796	69821	7887
1797	69855	7848
1798	69893	7809
1799	69941	7771
1800	69979	7732
1801	70003	7691
1802	70054	7654
1803	70097	7615
1804	70136	7577
1805	70164	7537
1806	70193	7497
1807	70232	7458
1808	70272	7419
1809	70306	7380
1810	70345	7341
1811	70387	7302
1812	70412	7262
1813	70451	7223
1814	70479	7183
1815	70520	7145
1816	70560	7106
1817	70598	7067
1818	70639	7028
1819	70666	6989
1820	70707	6950
1821	70748	6911
1822	70779	6872
1823	70809	6832
1824	70840	6792
1825	70872	6753
1826	70913	6714
1827	70946	6675
1828	70986	6636
1829	71020	6597
1830	71059	6558
1831	71098	6519
1832	71140	6481
1833	71180	6442
1834	71223	6404
1835	71265	6365
1836	71309	6327
1837	71355	6289
1838	71392	6250
1839	71418	6210
1840	71445	6170
1841	71473	6130
1842	71514	6092
1843	71550	6053
1844	71578	6013
1845	71606	5973
1846	71638	5934
1847	71665	5894
1848	71696	5855
1849	71734	5816
1850	71772	5777
1851	71812	5738
1852	71840	5699
1853	71882	5660
1854	71928	5622
1855	71965	5583
1856	71997	5544
1857	72032	5505
1858	72074	5466
1859	72112	5427
1860	72155	5389
1861	72199	5350
1862	72245	5312
1863	72288	5274
1864	72315	5234
1865	72342	5195
1866	72379	5156
1867	72405	5116
1868	72445	5077
1869	72484	5039
1870	72525	5000
1871	72562	4961
1872	72593	4922
1873	72629	4883
1874	72657	4843
1875	72682	4804
1876	72705	4764
1877	72747	4725
1878	72783	4686
1879	72816	4647
1880	72856	4609
1881	72891	4570
1882	72918	4530
1883	72960	4492
1884	72990	4452
1885	73027	4414
1886	73068	4375
1887	73109	4337
1888	73142	4297
1889	73180	4259
1890	73223	4220
1891	73254	4181
1892	73292	4142
1893	73341	4104
1894	73365	4065
1895	73409	4026
1896	73447	3987
1897	73476	3948
1898	73528	3910
1899	73589	3873
1900	73635	3834
1901	73674	3796
1902	73705	3756
1903	73735	3717
1904	73765	3678
1905	73807	3640
1906	73846	3601
1907	73874	3562
1908	73914	3523
1909	73956	3484
1910	73996	3446
1911	74037	3407
1912	74076	3368
1913	74114	3330
1914	74157	3291
1915	74197	3252
1916	74226	3213
1917	74268	3175
1918	74299	3136
1919	74338	3097
1920	74367	3058
1921	74405	3019
1922	74435	2980
1923	74477	2941
1924	74519	2903
1925	74560	2864
1926	74598	2825
1927	74642	2787
1928	74683	2748
1929	74722	2710
1930	74760	2671
1931	74796	2632
1932	74835	2593
1933	74871	2555
1934	74911	2516
1935	74944	2477
1936	74985	2438
1937	75017	2399
1938	75051	2361
1939	75083	2322
1940	75123	2283
1941	75165	2244
1942	75209	2206
1943	75240	2167
1944	75285	2128
1945	75313	2089
1946	75356	2051
1947	75396	2012
1948	75435	1973
1949	75467	1935
1950	75507	1896
1951	75548	1857
1952	75582	1818
1953	75612	1780
1954	75645	1741
1955	75673	1702
1956	75704	1663
1957	75744	1624
1958	75800	1586
1959	75841	1547
1960	75866	1508
1961	75901	1470
1962	75930	1431
1963	75968	1392
1964	76006	1353
1965	76048	1315
1966	76075	1276
1967	76105	1237
1968	76146	1198
1969	76184	1160
1970	76225	1121
1971	76256	1082
1972	76292	1044
1973	76334	1005
1974	76373	966
1975	76412	928
1976	76452	889
1977	76487	850
1978	76530	812
1979	76567	773
1980	76612	734
1981	76647	696
1982	76683	657
1983	76723	618
1984	76749	579
1985	76789	541
1986	76815	502
1987	76858	463
1988	76886	425
1989	76921	386
1990	76949	347
1991	76993	309
1992	77031	270
1993	77074	231
1994	77114	193
1995	77153	154
1996	77192	115
1997	77228	77
1998	77268	38
1999	77307	0
