iter	Passed	Remaining
146	5931	74764
147	5969	74693
148	6009	74657
149	6046	74572
150	6084	74506
151	6141	74665
152	6179	74600
153	6218	74536
154	6257	74483
155	6297	74440
156	6339	74414
157	6378	74362
158	6416	74299
159	6457	74255
160	6497	74214
161	6537	74173
162	6582	74179
163	6621	74126
164	6662	74099
165	6702	74049
166	6743	74017
167	6783	73975
168	6824	73942
169	6864	73890
170	6904	73848
171	6944	73801
172	6986	73782
173	7027	73752
174	7068	73711
175	7109	73675
176	7148	73623
177	7187	73568
178	7230	73560
179	7268	73495
180	7312	73488
181	7354	73462
182	7392	73395
183	7431	73349
184	7473	73319
185	7512	73263
186	7552	73227
187	7593	73184
188	7631	73125
189	7670	73069
190	7711	73038
191	7749	72972
192	7789	72929
193	7833	72920
194	7874	72894
195	7916	72859
196	7958	72834
197	8003	72838
198	8044	72803
199	8086	72774
200	8142	72876
201	8181	72826
202	8220	72767
203	8262	72738
204	8302	72694
205	8341	72643
206	8379	72579
207	8419	72538
208	8459	72490
209	8500	72456
210	8539	72405
211	8580	72365
212	8620	72326
213	8664	72308
214	8703	72260
215	8748	72253
216	8786	72194
217	8826	72147
218	8866	72106
219	8904	72043
220	8946	72020
221	8985	71963
222	9029	71953
223	9070	71915
224	9109	71866
225	9151	71837
226	9193	71806
227	9231	71750
228	9269	71688
229	9309	71640
230	9350	71608
231	9390	71561
232	9430	71519
233	9469	71465
234	9507	71410
235	9545	71348
236	9582	71285
237	9621	71233
238	9661	71189
239	9701	71141
240	9739	71089
241	9781	71060
242	9821	71013
243	9861	70971
244	9899	70914
245	9938	70865
246	9986	70877
247	10027	70841
248	10067	70795
249	10105	70738
250	10143	70678
251	10183	70636
252	10223	70592
253	10262	70543
254	10301	70492
255	10341	70449
256	10383	70421
257	10424	70387
258	10464	70344
259	10518	70395
260	10563	70384
261	10601	70323
262	10645	70311
263	10685	70261
264	10726	70228
265	10766	70186
266	10816	70206
267	10855	70155
268	10895	70109
269	10934	70061
270	10973	70014
271	11014	69972
272	11051	69911
273	11091	69868
274	11130	69819
275	11172	69789
276	11214	69759
277	11254	69710
278	11296	69682
279	11335	69635
280	11363	69517
281	11403	69472
282	11445	69438
283	11486	69402
284	11525	69356
285	11567	69324
286	11606	69274
287	11646	69234
288	11688	69203
289	11726	69148
290	11766	69103
291	11805	69056
292	11845	69013
293	11887	68982
294	11931	68958
295	11970	68911
296	12013	68884
297	12055	68851
298	12097	68821
299	12140	68798
300	12180	68753
301	12218	68701
302	12260	68664
303	12303	68638
304	12346	68614
305	12385	68566
306	12426	68529
307	12467	68488
308	12506	68441
309	12546	68400
310	12584	68347
311	12644	68412
312	12702	68461
313	12743	68426
314	12781	68373
315	12821	68328
316	12863	68294
317	12904	68255
318	12947	68227
319	12987	68186
320	13027	68141
321	13068	68099
322	13105	68044
323	13144	67996
324	13186	67961
325	13225	67914
326	13264	67864
327	13303	67817
328	13343	67770
329	13382	67722
330	13422	67681
331	13462	67636
332	13501	67589
333	13540	67541
334	13578	67486
335	13617	67437
336	13655	67387
337	13698	67356
338	13739	67319
339	13779	67275
340	13819	67234
341	13861	67201
342	13901	67155
343	13941	67112
344	13978	67058
345	14018	67013
346	14053	66947
347	14095	66911
348	14133	66862
349	14177	66834
350	14220	66808
351	14281	66861
352	14324	66836
353	14365	66795
354	14405	66750
355	14444	66702
356	14483	66657
357	14525	66620
358	14564	66576
359	14608	66548
360	14646	66498
361	14685	66449
362	14729	66423
363	14767	66372
364	14806	66326
365	14853	66313
366	14893	66271
367	14932	66220
368	14971	66174
369	15010	66127
370	15049	66081
371	15089	66035
372	15128	65991
373	15168	65948
374	15210	65910
375	15247	65854
376	15286	65810
377	15326	65765
378	15366	65721
379	15404	65670
380	15445	65631
381	15484	65584
382	15522	65534
383	15563	65498
384	15602	65449
385	15643	65409
386	15691	65400
387	15732	65364
388	15775	65334
389	15813	65281
390	15853	65239
391	15889	65179
392	15930	65141
393	15973	65108
394	16011	65060
395	16051	65014
396	16090	64969
397	16131	64929
398	16172	64890
399	16211	64846
400	16255	64820
401	16297	64783
402	16338	64745
403	16378	64704
404	16419	64664
405	16457	64611
406	16499	64578
407	16540	64540
408	16579	64493
409	16621	64459
410	16660	64411
411	16698	64362
412	16736	64311
413	16777	64273
414	16818	64234
415	16857	64186
416	16896	64140
417	16932	64084
418	16970	64034
419	17007	63980
420	17046	63934
421	17097	63932
422	17139	63896
423	17175	63841
424	17215	63798
425	17251	63740
426	17290	63696
427	17330	63653
428	17369	63607
429	17409	63564
430	17450	63525
431	17489	63481
432	17532	63449
433	17572	63408
434	17614	63371
435	17655	63333
436	17694	63287
437	17733	63241
438	17773	63199
439	17818	63175
440	17856	63125
441	17896	63082
442	17936	63040
443	17974	62991
444	18014	62950
445	18056	62915
446	18096	62872
447	18139	62839
448	18177	62790
449	18216	62746
450	18258	62709
451	18299	62670
452	18335	62617
453	18373	62565
454	18413	62525
455	18455	62488
456	18501	62467
457	18544	62434
458	18583	62391
459	18624	62351
460	18664	62310
461	18702	62261
462	18742	62219
463	18781	62172
464	18820	62126
465	18857	62074
466	18896	62031
467	18933	61977
468	18971	61931
469	19012	61891
470	19052	61849
471	19091	61804
472	19132	61765
473	19171	61719
474	19212	61681
475	19248	61626
476	19287	61582
477	19325	61535
478	19367	61500
479	19404	61448
480	19445	61409
481	19485	61367
482	19524	61323
483	19561	61272
484	19602	61232
485	19642	61190
486	19684	61156
487	19719	61099
488	19758	61052
489	19796	61005
490	19836	60962
491	19876	60920
492	19929	60919
493	19972	60888
494	20013	60849
495	20047	60789
496	20084	60737
497	20123	60692
498	20161	60647
499	20201	60603
500	20239	60557
501	20277	60508
502	20317	60467
503	20360	60435
504	20401	60396
505	20438	60346
506	20475	60295
507	20513	60249
508	20556	60216
509	20595	60169
510	20634	60125
511	20673	60083
512	20716	60050
513	20760	60018
514	20799	59974
515	20839	59932
516	20882	59902
517	20924	59863
518	20970	59841
519	21011	59801
520	21050	59757
521	21089	59712
522	21128	59669
523	21168	59626
524	21212	59595
525	21250	59550
526	21290	59508
527	21343	59504
528	21381	59455
529	21419	59408
530	21441	59316
531	21482	59278
532	21519	59230
533	21557	59182
534	21595	59134
535	21633	59089
536	21672	59044
537	21713	59006
538	21753	58965
539	21796	58931
540	21837	58891
541	21875	58846
542	21915	58804
543	21956	58766
544	21997	58728
545	22036	58684
546	22075	58640
547	22116	58599
548	22157	58562
549	22201	58532
550	22243	58494
551	22282	58450
552	22321	58408
553	22364	58374
554	22402	58328
555	22446	58297
556	22486	58254
557	22524	58208
558	22564	58167
559	22607	58133
560	22650	58099
561	22690	58059
562	22739	58039
563	22777	57994
564	22819	57956
565	22864	57928
566	22905	57888
567	22949	57857
568	22994	57830
569	23040	57804
570	23077	57754
571	23116	57710
572	23156	57669
573	23195	57625
574	23233	57578
575	23256	57496
576	23296	57454
577	23338	57416
578	23377	57374
579	23418	57335
580	23457	57291
581	23497	57248
582	23537	57208
583	23558	57122
584	23596	57075
585	23636	57033
586	23673	56986
587	23712	56941
588	23750	56897
589	23799	56876
590	23843	56845
591	23880	56797
592	23920	56754
593	23962	56718
594	24001	56676
595	24038	56627
596	24075	56580
597	24119	56547
598	24161	56511
599	24198	56463
600	24239	56424
601	24280	56384
602	24322	56348
603	24352	56284
604	24390	56238
605	24428	56193
606	24468	56152
607	24512	56121
608	24552	56078
609	24591	56036
610	24628	55989
611	24665	55941
612	24705	55900
613	24739	55845
614	24781	55807
615	24819	55763
616	24858	55721
617	24898	55678
618	24930	55620
619	24973	55586
620	25013	55545
621	25057	55514
622	25096	55469
623	25136	55430
624	25176	55388
625	25216	55348
626	25255	55303
627	25285	55241
628	25323	55195
629	25360	55149
630	25400	55107
631	25438	55062
632	25478	55021
633	25517	54979
634	25562	54949
635	25606	54917
636	25645	54875
637	25684	54831
638	25724	54789
639	25761	54743
640	25801	54701
641	25842	54664
642	25880	54619
643	25923	54584
644	25962	54542
645	25996	54487
646	26034	54444
647	26077	54407
648	26105	54342
649	26146	54304
650	26183	54258
651	26222	54214
652	26263	54176
653	26291	54111
654	26330	54067
655	26371	54029
656	26409	53983
657	26446	53937
658	26489	53903
659	26527	53859
660	26566	53815
661	26603	53769
662	26641	53725
663	26678	53678
664	26717	53635
665	26756	53594
666	26794	53549
667	26832	53505
668	26870	53459
669	26908	53414
670	26953	53384
671	27004	53366
672	27043	53324
673	27082	53280
674	27121	53237
675	27160	53196
676	27199	53152
677	27242	53118
678	27279	53071
679	27317	53027
680	27360	52992
681	27399	52951
682	27439	52909
683	27477	52866
684	27519	52828
685	27561	52791
686	27603	52756
687	27645	52719
688	27685	52679
689	27725	52638
690	27766	52600
691	27813	52571
692	27850	52526
693	27889	52483
694	27929	52443
695	27970	52404
696	28008	52359
697	28047	52318
698	28090	52282
699	28131	52243
700	28169	52199
701	28210	52161
702	28248	52116
703	28283	52067
704	28320	52021
705	28370	51998
706	28415	51968
707	28453	51923
708	28472	51844
709	28512	51803
710	28552	51763
711	28575	51693
712	28614	51650
713	28657	51614
714	28695	51572
715	28719	51502
716	28760	51464
717	28799	51422
718	28837	51377
719	28874	51332
720	28916	51294
721	28959	51261
722	29000	51222
723	29037	51176
724	29076	51134
725	29117	51095
726	29156	51053
727	29193	51008
728	29234	50969
729	29274	50929
730	29314	50890
731	29341	50826
732	29381	50787
733	29421	50745
734	29459	50702
735	29499	50661
736	29547	50634
737	29585	50591
738	29623	50549
739	29665	50512
740	29704	50470
741	29743	50427
742	29785	50390
743	29825	50350
744	29862	50304
745	29902	50264
746	29941	50223
747	29981	50182
748	30020	50141
749	30062	50103
750	30102	50064
751	30142	50023
752	30184	49986
753	30225	49948
754	30268	49913
755	30311	49878
756	30350	49835
757	30388	49792
758	30427	49749
759	30465	49706
760	30505	49667
761	30547	49630
762	30590	49594
763	30630	49554
764	30670	49514
765	30712	49476
766	30749	49431
767	30785	49385
768	30825	49345
769	30864	49303
770	30906	49265
771	30945	49224
772	30986	49186
773	31022	49139
774	31061	49097
775	31103	49059
776	31143	49020
777	31184	48981
778	31236	48959
779	31279	48924
780	31319	48883
781	31358	48841
782	31399	48803
783	31438	48761
784	31480	48723
785	31520	48685
786	31559	48643
787	31600	48603
788	31641	48565
789	31682	48525
790	31721	48484
791	31762	48445
792	31802	48405
793	31838	48358
794	31876	48315
795	31915	48274
796	31953	48230
797	31991	48187
798	32031	48147
799	32074	48112
800	32097	48046
801	32137	48006
802	32178	47966
803	32218	47926
804	32257	47885
805	32291	47836
806	32328	47792
807	32367	47749
808	32407	47709
809	32447	47669
810	32485	47626
811	32522	47582
812	32563	47543
813	32615	47520
814	32654	47479
815	32693	47436
816	32732	47395
817	32772	47355
818	32821	47328
819	32863	47291
820	32897	47243
821	32938	47204
822	32980	47165
823	33016	47121
824	33059	47084
825	33099	47043
826	33142	47008
827	33183	46969
828	33223	46930
829	33264	46891
830	33304	46851
831	33344	46810
832	33374	46755
833	33413	46714
834	33452	46672
835	33492	46632
836	33535	46596
837	33573	46554
838	33615	46516
839	33652	46471
840	33689	46428
841	33728	46387
842	33771	46350
843	33811	46310
844	33853	46272
845	33893	46232
846	33932	46190
847	33970	46148
848	34010	46108
849	34061	46083
850	34115	46061
851	34156	46022
852	34202	45990
853	34243	45952
854	34283	45911
855	34325	45874
856	34365	45834
857	34404	45792
858	34445	45753
859	34483	45710
860	34507	45649
861	34547	45608
862	34584	45565
863	34623	45523
864	34666	45486
865	34705	45446
866	34744	45404
867	34785	45365
868	34826	45326
869	34869	45290
870	34911	45253
871	34951	45212
872	34992	45173
873	35014	45110
874	35051	45065
875	35090	45024
876	35132	44986
877	35172	44947
878	35213	44908
879	35255	44871
880	35297	44832
881	35319	44769
882	35355	44725
883	35395	44684
884	35435	44644
885	35472	44601
886	35512	44560
887	35549	44516
888	35588	44476
889	35629	44436
890	35668	44395
891	35706	44353
892	35743	44308
893	35781	44267
894	35807	44209
895	35829	44147
896	35867	44104
897	35907	44065
898	35947	44024
899	35987	43984
900	36027	43944
901	36067	43905
902	36107	43864
903	36145	43822
904	36172	43766
905	36213	43727
906	36255	43689
907	36295	43650
908	36334	43608
909	36370	43564
910	36409	43522
911	36448	43482
912	36487	43441
913	36530	43404
914	36569	43363
915	36607	43321
916	36645	43279
917	36682	43235
918	36722	43196
919	36762	43156
920	36801	43114
921	36839	43072
922	36893	43049
923	36933	43008
924	36971	42967
925	37014	42930
926	37053	42889
927	37093	42849
928	37132	42808
929	37171	42767
930	37210	42726
931	37250	42686
932	37295	42651
933	37334	42610
934	37371	42567
935	37410	42526
936	37453	42489
937	37491	42447
938	37531	42408
939	37572	42368
940	37599	42314
941	37638	42273
942	37677	42232
943	37716	42191
944	37756	42151
945	37795	42110
946	37835	42071
947	37874	42029
948	37918	41994
949	37958	41954
950	37998	41914
951	38037	41873
952	38079	41835
953	38122	41798
954	38157	41753
955	38194	41710
956	38246	41683
957	38292	41650
958	38331	41608
959	38372	41570
960	38413	41531
961	38449	41487
962	38493	41451
963	38529	41407
964	38569	41367
965	38611	41329
966	38651	41289
967	38692	41251
968	38735	41213
969	38773	41171
970	38812	41130
971	38850	41088
972	38893	41051
973	38924	41002
974	38958	40955
975	38997	40915
976	39035	40873
977	39073	40831
978	39114	40792
979	39156	40754
980	39196	40714
981	39237	40676
982	39276	40635
983	39317	40595
984	39357	40555
985	39399	40518
986	39440	40479
987	39480	40440
988	39522	40401
989	39565	40364
990	39606	40325
991	39644	40284
992	39702	40261
993	39760	40240
994	39809	40209
995	39846	40166
996	39897	40137
997	39937	40097
998	39986	40066
999	40030	40030
1000	40069	39989
1001	40109	39949
1002	40148	39908
1003	40190	39870
1004	40235	39835
1005	40274	39793
1006	40312	39751
1007	40334	39694
1008	40377	39656
1009	40415	39614
1010	40460	39580
1011	40504	39543
1012	40545	39504
1013	40584	39463
1014	40628	39427
1015	40667	39386
1016	40709	39348
1017	40752	39311
1018	40789	39268
1019	40831	39229
1020	40867	39186
1021	40910	39149
1022	40948	39107
1023	40988	39067
1024	41030	39028
1025	41067	38986
1026	41105	38943
1027	41154	38912
1028	41193	38871
1029	41236	38834
1030	41285	38802
1031	41328	38765
1032	41367	38724
1033	41415	38691
1034	41456	38652
1035	41496	38612
1036	41538	38574
1037	41583	38538
1038	41627	38502
1039	41664	38459
1040	41692	38408
1041	41734	38370
1042	41773	38329
1043	41814	38290
1044	41848	38244
1045	41878	38195
1046	41917	38154
1047	41956	38113
1048	41994	38071
1049	42036	38033
1050	42075	37992
1051	42116	37953
1052	42155	37911
1053	42183	37860
1054	42220	37818
1055	42257	37775
1056	42294	37732
1057	42341	37698
1058	42379	37657
1059	42420	37618
1060	42461	37578
1061	42501	37538
1062	42547	37504
1063	42596	37471
1064	42635	37431
1065	42673	37389
1066	42714	37350
1067	42754	37310
1068	42790	37266
1069	42832	37228
1070	42872	37188
1071	42910	37146
1072	42933	37091
1073	42972	37050
1074	43014	37012
1075	43053	36971
1076	43087	36926
1077	43125	36884
1078	43164	36843
1079	43202	36802
1080	43243	36763
1081	43284	36723
1082	43324	36684
1083	43361	36641
1084	43403	36602
1085	43442	36561
1086	43467	36509
1087	43494	36458
1088	43526	36412
1089	43564	36370
1090	43603	36329
1091	43646	36292
1092	43685	36251
1093	43726	36212
1094	43766	36172
1095	43804	36130
1096	43843	36089
1097	43881	36048
1098	43921	36008
1099	43978	35982
1100	44017	35941
1101	44055	35900
1102	44095	35859
1103	44135	35820
1104	44176	35781
1105	44218	35742
1106	44256	35701
1107	44295	35660
1108	44335	35619
1109	44374	35579
1110	44413	35538
1111	44452	35498
1112	44489	35455
1113	44527	35414
1114	44564	35372
1115	44607	35334
1116	44648	35295
1117	44687	35254
1118	44727	35214
1119	44767	35174
1120	44806	35133
1121	44847	35094
1122	44885	35052
1123	44923	35011
1124	44961	34970
1125	44999	34928
1126	45056	34901
1127	45095	34860
1128	45136	34821
1129	45177	34782
1130	45214	34740
1131	45254	34700
1132	45292	34659
1133	45332	34619
1134	45381	34585
1135	45433	34555
1136	45470	34512
1137	45511	34473
1138	45548	34431
1139	45587	34390
1140	45629	34352
1141	45661	34306
1142	45699	34264
1143	45740	34225
1144	45776	34182
1145	45816	34142
1146	45845	34094
1147	45876	34047
1148	45916	34007
1149	45956	33967
1150	45994	33926
1151	46036	33887
1152	46076	33847
1153	46118	33809
1154	46156	33767
1155	46181	33717
1156	46223	33678
1157	46265	33640
1158	46301	33597
1159	46330	33549
1160	46370	33509
1161	46408	33468
1162	46443	33424
1163	46481	33383
1164	46520	33343
1165	46549	33295
1166	46577	33247
1167	46616	33206
1168	46641	33156
1169	46681	33115
1170	46721	33076
1171	46751	33028
1172	46788	32987
1173	46828	32947
1174	46864	32905
1175	46902	32863
1176	46927	32813
1177	46967	32773
1178	47008	32734
1179	47048	32694
1180	47089	32655
1181	47114	32605
1182	47135	32552
1183	47161	32503
1184	47187	32453
1185	47213	32404
1186	47242	32357
1187	47279	32315
1188	47314	32272
1189	47354	32233
1190	47396	32194
1191	47420	32144
1192	47459	32103
1193	47497	32062
1194	47537	32023
1195	47577	31983
1196	47604	31935
1197	47645	31896
1198	47687	31857
1199	47714	31809
1200	47742	31761
1201	47783	31722
1202	47823	31683
1203	47864	31644
1204	47905	31606
1205	47946	31566
1206	47971	31517
1207	47997	31468
1208	48036	31428
1209	48063	31380
1210	48092	31333
1211	48117	31284
1212	48143	31235
1213	48187	31198
1214	48230	31161
1215	48270	31121
1216	48311	31082
1217	48339	31035
1218	48366	30988
1219	48398	30943
1220	48438	30903
1221	48476	30862
1222	48515	30823
1223	48542	30775
1224	48582	30735
1225	48619	30694
1226	48649	30648
1227	48678	30602
1228	48719	30563
1229	48741	30512
1230	48782	30473
1231	48822	30434
1232	48848	30386
1233	48869	30335
1234	48894	30286
1235	48935	30248
1236	48976	30209
1237	49000	30160
1238	49025	30111
1239	49067	30073
1240	49103	30031
1241	49132	29985
1242	49171	29945
1243	49211	29906
1244	49249	29866
1245	49280	29821
1246	49318	29781
1247	49354	29739
1248	49396	29700
1249	49428	29657
1250	49455	29610
1251	49495	29570
1252	49535	29531
1253	49584	29497
1254	49623	29457
1255	49661	29417
1256	49702	29378
1257	49724	29329
1258	49764	29289
1259	49807	29252
1260	49852	29215
1261	49898	29179
1262	49935	29138
1263	49975	29099
1264	49998	29050
1265	50033	29008
1266	50074	28969
1267	50098	28921
1268	50138	28882
1269	50171	28838
1270	50210	28799
1271	50232	28749
1272	50254	28699
1273	50275	28649
1274	50297	28600
1275	50337	28561
1276	50377	28522
1277	50399	28472
1278	50430	28428
1279	50472	28390
1280	50512	28351
1281	50534	28302
1282	50574	28263
1283	50614	28224
1284	50642	28178
1285	50672	28133
1286	50711	28094
1287	50752	28055
1288	50783	28011
1289	50822	27972
1290	50855	27929
1291	50893	27888
1292	50930	27848
1293	50983	27816
1294	51021	27776
1295	51061	27737
1296	51103	27699
1297	51141	27659
1298	51180	27619
1299	51216	27578
1300	51258	27540
1301	51299	27501
1302	51341	27463
1303	51368	27417
1304	51399	27373
1305	51439	27334
1306	51470	27291
1307	51510	27251
1308	51550	27212
1309	51590	27173
1310	51636	27137
1311	51677	27099
1312	51718	27060
1313	51764	27024
1314	51802	26984
1315	51841	26945
1316	51861	26895
1317	51895	26853
1318	51924	26808
1319	51961	26767
1320	52000	26728
1321	52037	26688
1322	52066	26643
1323	52107	26604
1324	52146	26565
1325	52185	26525
1326	52223	26485
1327	52263	26446
1328	52302	26407
1329	52341	26367
1330	52389	26332
1331	52427	26292
1332	52453	26246
1333	52491	26206
1334	52525	26164
1335	52564	26124
1336	52602	26084
1337	52641	26045
1338	52661	25996
1339	52701	25957
1340	52739	25917
1341	52778	25878
1342	52816	25838
1343	52846	25794
1344	52883	25753
1345	52922	25714
1346	52955	25672
1347	52995	25632
1348	53022	25587
1349	53062	25548
1350	53101	25509
1351	53138	25468
1352	53177	25429
1353	53215	25389
1354	53256	25351
1355	53292	25309
1356	53331	25270
1357	53372	25231
1358	53413	25193
1359	53451	25153
1360	53493	25115
1361	53532	25076
1362	53561	25032
1363	53605	24994
1364	53642	24954
1365	53684	24916
1366	53731	24880
1367	53764	24838
1368	53802	24798
1369	53841	24759
1370	53871	24715
1371	53913	24677
1372	53951	24637
1373	53982	24594
1374	54021	24555
1375	54049	24510
1376	54076	24466
1377	54118	24427
1378	54152	24386
1379	54192	24347
1380	54235	24309
1381	54273	24269
1382	54314	24231
1383	54342	24187
1384	54383	24148
1385	54427	24111
1386	54466	24072
1387	54499	24030
1388	54541	23992
1389	54574	23949
1390	54619	23913
1391	54657	23873
1392	54696	23833
1393	54735	23794
1394	54778	23757
1395	54813	23715
1396	54851	23675
1397	54888	23636
1398	54927	23596
1399	54961	23555
1400	55003	23516
1401	55056	23483
1402	55098	23445
1403	55143	23408
1404	55183	23369
1405	55218	23328
1406	55257	23289
1407	55289	23246
1408	55329	23207
1409	55372	23170
1410	55404	23127
1411	55445	23089
1412	55487	23050
1413	55530	23013
1414	55572	22975
1415	55614	22937
1416	55652	22897
1417	55690	22857
1418	55731	22818
1419	55770	22779
1420	55811	22740
1421	55852	22702
1422	55891	22662
1423	55923	22620
1424	55962	22581
1425	55987	22536
1426	56029	22497
1427	56072	22460
1428	56117	22423
1429	56152	22382
1430	56193	22343
1431	56233	22304
1432	56269	22264
1433	56309	22225
1434	56336	22181
1435	56379	22143
1436	56416	22103
1437	56463	22066
1438	56501	22027
1439	56541	21988
1440	56595	21954
1441	56633	21915
1442	56671	21875
1443	56702	21832
1444	56747	21795
1445	56773	21751
1446	56816	21713
1447	56858	21675
1448	56888	21632
1449	56929	21594
1450	56960	21551
1451	57004	21514
1452	57044	21475
1453	57071	21431
1454	57111	21392
1455	57150	21353
1456	57180	21310
1457	57219	21270
1458	57256	21230
1459	57296	21191
1460	57326	21149
1461	57363	21109
1462	57403	21070
1463	57443	21031
1464	57484	20992
1465	57522	20952
1466	57552	20910
1467	57583	20868
1468	57623	20829
1469	57666	20791
1470	57705	20751
1471	57752	20715
1472	57791	20676
1473	57830	20636
1474	57869	20597
1475	57918	20561
1476	57957	20522
1477	57995	20482
1478	58023	20439
1479	58068	20402
1480	58100	20360
1481	58140	20321
1482	58179	20282
1483	58218	20243
1484	58258	20203
1485	58296	20164
1486	58336	20125
1487	58375	20086
1488	58413	20046
1489	58460	20010
1490	58487	19966
1491	58528	19927
1492	58567	19888
1493	58605	19849
1494	58644	19809
1495	58682	19770
1496	58720	19730
1497	58763	19692
1498	58798	19651
1499	58862	19620
1500	58893	19578
1501	58933	19539
1502	58962	19497
1503	59000	19457
1504	59031	19415
1505	59071	19376
1506	59108	19336
1507	59147	19297
1508	59197	19261
1509	59235	19222
1510	59275	19183
1511	59329	19148
1512	59368	19109
1513	59411	19071
1514	59456	19033
1515	59492	18993
1516	59533	18954
1517	59569	18914
1518	59612	18876
1519	59656	18838
1520	59695	18799
1521	59736	18760
1522	59777	18722
1523	59818	18683
1524	59847	18640
1525	59877	18598
1526	59916	18559
1527	59958	18521
1528	59997	18481
1529	60035	18442
1530	60066	18400
1531	60106	18361
1532	60148	18323
1533	60189	18284
1534	60215	18241
1535	60255	18202
1536	60283	18159
1537	60322	18120
1538	60360	18080
1539	60390	18038
1540	60431	18000
1541	60471	17960
1542	60508	17921
1543	60543	17880
1544	60582	17841
1545	60611	17799
1546	60640	17757
1547	60667	17714
1548	60722	17679
1549	60759	17639
1550	60797	17600
1551	60837	17561
1552	60879	17522
1553	60918	17483
1554	60956	17444
1555	60986	17402
1556	61014	17360
1557	61054	17320
1558	61083	17279
1559	61113	17237
1560	61146	17196
1561	61195	17159
1562	61233	17120
1563	61273	17081
1564	61315	17042
1565	61355	17004
1566	61385	16962
1567	61427	16923
1568	61472	16886
1569	61504	16845
1570	61547	16807
1571	61577	16765
1572	61617	16726
1573	61657	16687
1574	61702	16649
1575	61729	16607
1576	61755	16564
1577	61793	16525
1578	61833	16486
1579	61855	16442
1580	61885	16400
1581	61914	16359
1582	61943	16317
1583	61983	16278
1584	62022	16239
1585	62060	16199
1586	62115	16164
1587	62137	16121
1588	62173	16081
1589	62211	16042
1590	62253	16003
1591	62280	15961
1592	62318	15922
1593	62342	15878
1594	62381	15839
1595	62424	15801
1596	62460	15761
1597	62488	15719
1598	62514	15677
1599	62551	15637
1600	62583	15597
1601	62624	15558
1602	62656	15517
1603	62699	15479
1604	62739	15440
1605	62768	15399
1606	62809	15360
1607	62833	15317
1608	62873	15278
1609	62912	15239
1610	62952	15200
1611	62990	15161
1612	63013	15118
1613	63052	15079
1614	63076	15036
1615	63117	14998
1616	63152	14958
1617	63176	14915
1618	63218	14877
1619	63260	14838
1620	63302	14800
1621	63345	14762
1622	63387	14724
1623	63427	14685
1624	63472	14647
1625	63525	14611
1626	63547	14568
1627	63586	14529
1628	63622	14489
1629	63662	14451
1630	63703	14412
1631	63746	14374
1632	63786	14335
1633	63810	14293
1634	63836	14250
1635	63858	14208
1636	63896	14168
1637	63923	14127
1638	63965	14088
1639	64003	14049
1640	64042	14010
1641	64083	13972
1642	64123	13933
1643	64163	13894
1644	64204	13855
1645	64243	13816
1646	64282	13777
1647	64322	13738
1648	64359	13699
1649	64396	13659
1650	64439	13621
1651	64479	13582
1652	64523	13544
1653	64562	13505
1654	64601	13466
1655	64626	13424
1656	64654	13383
1657	64692	13344
1658	64731	13305
1659	64771	13266
1660	64810	13227
1661	64851	13188
1662	64890	13149
1663	64926	13110
1664	64964	13070
1665	65007	13032
