iter	Logloss
530	0.5425574327
531	0.5425419854
532	0.5425198456
533	0.5425186005
534	0.5424966164
535	0.5424925308
536	0.5424859551
537	0.5424770836
538	0.5424696129
539	0.5424667724
540	0.5424668113
541	0.5424542434
542	0.542420275
543	0.5424193801
544	0.5424172011
545	0.542394789
546	0.5423912093
547	0.5423894972
548	0.5423754507
549	0.5423725714
550	0.5423531942
551	0.5423394201
552	0.5423389532
553	0.5423347898
554	0.5423194593
555	0.54231872
556	0.5423147901
557	0.5423144399
558	0.5423055295
559	0.542304907
560	0.5423010938
561	0.5422995763
562	0.5422975141
563	0.5422770474
564	0.5422594601
565	0.5422588375
566	0.542255608
567	0.5422521839
568	0.5422437794
569	0.5422109394
570	0.5422074764
571	0.5422065036
572	0.5422033908
573	0.5421755702
574	0.5421669711
575	0.5421660373
576	0.542164403
577	0.5421633136
578	0.5421399676
579	0.5421393061
580	0.5421204348
581	0.5421174776
582	0.5421163492
583	0.5421152987
584	0.5421146372
585	0.5421114855
586	0.5421088007
587	0.5421060381
588	0.5420960382
589	0.5420959604
590	0.542089657
591	0.542087906
592	0.5420868166
593	0.5420868944
594	0.5420863496
595	0.5420855325
596	0.5420649881
597	0.5420251442
598	0.5420207085
599	0.5420185296
600	0.542005806
601	0.5420020317
602	0.5419991524
603	0.5419968956
604	0.5419955727
605	0.5419946777
606	0.5419779464
607	0.5419772461
608	0.5419701645
609	0.5419489974
610	0.5419472465
611	0.5419452621
612	0.5419440948
613	0.54194355
614	0.5418991538
615	0.5418855353
616	0.5418824225
617	0.5418816443
618	0.5418750685
619	0.5418625395
620	0.5418377538
621	0.5418149915
622	0.541811762
623	0.5418095052
624	0.5418082211
625	0.5418066258
626	0.5418057309
627	0.5418053029
628	0.5418025792
629	0.5417697392
630	0.5417694279
631	0.5417670544
632	0.5417640972
633	0.5417614514
634	0.5417610234
635	0.541760323
636	0.5417406345
637	0.5417400898
638	0.5417376774
639	0.5417233196
640	0.5417051875
641	0.5417045261
642	0.5417018802
643	0.5416995067
644	0.5416939815
645	0.5416782618
646	0.5416354609
647	0.5416214922
648	0.5416213365
649	0.5416102861
650	0.5416048776
651	0.5416044496
652	0.5416035936
653	0.5416024263
654	0.5416019594
655	0.5415941774
656	0.5415880296
657	0.5415812593
658	0.5415785745
659	0.5415781465
660	0.5415656953
661	0.5415655007
662	0.5415447617
663	0.5415047234
664	0.5415003265
665	0.5414983032
666	0.5414975639
667	0.5414897819
668	0.5414762413
669	0.5414751518
670	0.5414747627
671	0.5414712608
672	0.541468148
673	0.5414308722
674	0.541421884
675	0.5414169814
676	0.5414159308
677	0.5414158141
678	0.541414569
679	0.5414139464
680	0.5414019621
681	0.5414013785
682	0.541377799
683	0.5413765539
684	0.5413490835
685	0.5413485387
686	0.5413462041
687	0.5413454648
688	0.5413451925
689	0.541344959
690	0.5413444532
691	0.5413442586
692	0.5413425855
693	0.5413413404
694	0.5413411847
695	0.5413238698
696	0.5413237531
697	0.5413162435
698	0.5412984227
699	0.5412978779
700	0.541280563
701	0.5412780728
702	0.5412763218
703	0.5412648823
704	0.5412645321
705	0.541260252
706	0.5412591625
707	0.5412586567
708	0.541228268
709	0.5412251552
710	0.5412249217
711	0.5412166339
712	0.5412164783
713	0.5412020816
714	0.5412009532
715	0.541190214
716	0.5411898249
717	0.5411890467
718	0.5411860118
719	0.5411790469
720	0.5411760508
721	0.5411758174
722	0.5411711482
723	0.541170798
724	0.5411668681
725	0.5411667513
726	0.5411654284
727	0.5411650782
728	0.5411626269
729	0.5411311098
730	0.5411243784
731	0.5411243395
732	0.5411242227
733	0.5411242616
734	0.5411241449
735	0.541120215
736	0.5411104097
737	0.541110293
738	0.5411057405
739	0.5411032892
740	0.5411021219
741	0.5410917718
742	0.5410905267
743	0.5410783868
744	0.5410776864
745	0.5410646127
746	0.5410593987
747	0.5410483483
748	0.5410363251
749	0.541035936
750	0.5410352745
751	0.5410325119
752	0.5410318505
753	0.5410306832
754	0.5410211502
755	0.5410182709
756	0.5409920066
757	0.5409917343
758	0.5409908783
759	0.54098796
760	0.5409868705
761	0.5409840301
762	0.5409834854
763	0.5409797111
764	0.5409769096
765	0.5409720847
766	0.5409701003
767	0.5409655868
768	0.5409653533
769	0.5409633689
770	0.5409474158
771	0.540947338
772	0.5409472213
773	0.5409450423
774	0.5409438361
775	0.5409344588
776	0.5409336028
777	0.54092442
778	0.5409123968
779	0.5409121634
780	0.5409120467
781	0.5409061712
782	0.540904537
783	0.5409027472
784	0.5409027083
785	0.5409026693
786	0.5408858602
787	0.5408788564
788	0.5408772611
789	0.5408754713
790	0.5408754713
791	0.5408751211
792	0.5408473005
793	0.5408456662
794	0.5408456273
795	0.5408379232
796	0.5408238377
797	0.5408208417
798	0.5408191685
799	0.5408042271
800	0.5408039937
801	0.5407985074
802	0.5407862507
803	0.5407823986
804	0.5407623211
805	0.5407540333
806	0.5407522045
807	0.5407430995
808	0.5407069133
809	0.5407069911
810	0.5406999873
811	0.5406942286
812	0.5406934893
813	0.5406879252
814	0.5406852404
815	0.5406848124
816	0.5406738787
817	0.5406729449
818	0.5406714663
819	0.5406714663
820	0.5406700655
821	0.5406529841
822	0.5406529451
823	0.5406522059
824	0.5406488985
825	0.5406481981
826	0.5406396768
827	0.540638315
828	0.5406359804
829	0.5406359415
830	0.5406341516
831	0.5406306497
832	0.5406218172
833	0.5406120119
834	0.5406107667
835	0.540591195
836	0.5405876153
837	0.5405866036
838	0.5405748917
839	0.5405738412
840	0.5405715844
841	0.5405533356
842	0.5405529076
843	0.5405528298
844	0.5405527131
845	0.5405431801
846	0.5405252037
847	0.5405122856
848	0.5405033752
849	0.5404959434
850	0.5404945037
851	0.5404929084
852	0.5404920524
853	0.5404799125
854	0.5404795623
855	0.5404779281
856	0.5404719359
857	0.5404672668
858	0.5404666053
859	0.5404649322
860	0.5404643485
861	0.540464154
862	0.5404635703
863	0.5404635314
864	0.5404627532
865	0.5404551268
866	0.5404494071
867	0.5404483954
868	0.5404400298
869	0.5404394072
870	0.5404182402
871	0.5404173063
872	0.5403712369
873	0.5403692914
874	0.5403535329
875	0.54032151
876	0.5403191365
877	0.5403189419
878	0.5403112378
879	0.5403089032
880	0.540293845
881	0.5402928723
882	0.5402849346
883	0.540276569
884	0.5402762966
885	0.5402750904
886	0.5402732616
887	0.540267931
888	0.5402457523
889	0.5402451297
890	0.5402356357
891	0.54023548
892	0.5402308498
893	0.5402300326
894	0.5402288264
895	0.5402205775
896	0.5402139239
897	0.5402138461
898	0.540195325
899	0.540190539
900	0.5401890994
901	0.5401720179
902	0.540163302
903	0.5401588274
904	0.5401330301
905	0.5401329912
906	0.5401327577
907	0.5401327966
908	0.5401319406
909	0.5401314737
910	0.540131357
911	0.54013089
912	0.540130034
913	0.5401299173
914	0.5401275049
915	0.5401092172
916	0.5401091394
917	0.5401064546
918	0.5400998788
919	0.5400985558
920	0.5400852875
921	0.5400851319
922	0.540084665
923	0.5400835366
924	0.5400830697
925	0.540076455
926	0.5400752099
927	0.5400593346
928	0.5400505409
929	0.5400494904
930	0.5400468056
931	0.5400458328
932	0.5400450935
933	0.5400309303
934	0.5400283233
935	0.5400280899
936	0.5400229149
937	0.5400205414
938	0.540019841
939	0.5400197242
940	0.5400183624
941	0.5400091796
942	0.5400088295
943	0.5400026039
944	0.5400023704
945	0.5399731101
946	0.5399729155
947	0.5399702697
948	0.5399701918
949	0.5399696082
950	0.5399694526
951	0.5399674292
952	0.5399670401
953	0.5399665732
954	0.5399641997
955	0.5399617484
956	0.5399526824
957	0.5399513983
958	0.5399487135
959	0.5399468459
960	0.5399454062
961	0.5399441222
962	0.5399363013
963	0.5399353674
964	0.5399326048
965	0.539931671
966	0.5399312819
967	0.5399166128
968	0.5399152899
969	0.5399039671
970	0.5399037336
971	0.5399036169
972	0.5399021772
973	0.5398997648
974	0.539898831
975	0.5398987531
976	0.5398986753
977	0.5398877805
978	0.5398878194
979	0.5398874692
980	0.5398865743
981	0.5398827611
982	0.5398505048
983	0.5398505826
984	0.539850427
985	0.5398503491
986	0.5398503491
987	0.5398498433
988	0.5398450574
989	0.5398422169
990	0.5398385205
991	0.539837431
992	0.5398372365
993	0.5398369641
994	0.5398330731
995	0.5398329953
996	0.5398239293
997	0.5398238903
998	0.5398236569
999	0.5398171978
